TCM_ID,SMILES
MOL008574,CCO[C@@H]1CC[C@H]2[C@H]3CC(=O)[C@@]4(C)[C@H]5[C@@H](C[C@@H]4[C@@H]3CC[C@@]2(C)C1)O[C@]1(CCCCO1)[C@H]5C
MOL010847,OCCO
MOL002483,CCCCCC(=O)CCCCc1ccc(O)c(OC)c1
MOL005346,CC(C)=CC/C=C(/C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C
MOL001305,C[C@H]1OCc2c(O)cccc2C1=O
MOL003338,CO[C@H]1[C@H](OC[C@H]2O[C@H](OCCc3ccc(O)c(O)c3)[C@@H](O)[C@H](O[C@H]3O[C@H](C)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2OC(=O)/C=C\c2ccc(O)c(O)c2)OC[C@]1(O)CO
MOL009735,Cc1c[n+](CCc2ccc(O)cc2)cc2c1CC[C@@H]2C
MOL008827,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(OC)c(O)c(c3CCN1C)Oc1cc3c(cc1OC)CCN(C)[C@@H]3C2
MOL012529,CCCCOC(=O)[C@H]1O[C@@H](O[C@H]2CC[C@]3(C)[C@H]4CC=C5[C@@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O)[C@@H]1O
MOL010514,CC(C)(C)c1cc(CCC(=O)O)cc(C(C)(C)C)c1O
MOL004107,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@H]3c2cc(OC)c(O[C@@H](CO)[C@@H](O)c3cc(OC)c(O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)c(OC)c3)c(OC)c2)cc(OC)c1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O
MOL006090,C/C=C(\CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
MOL003768,CC[C@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@@H]3CC[C@]12C)C(C)C
MOL000847,CC(C)[C@]12CC[C@](C)(O1)[C@H]1CC[C@@](C)(S(=O)(=O)O)[C@H]1[C@H]2O
MOL012483,COC(=O)CO[C@H]1O[C@@H]2[C@@H](O)[C@H](O[C@@H]3CC[C@@]4(C)[C@H]5CC=C6[C@H]7CC(C)(C)CC[C@@]7(C(=O)O)CC[C@]6(C)[C@]5(C)CC[C@H]4C3(C)C)O[C@H](C(=O)OC)[C@H]2O[C@@]1(O)C(=O)OC
MOL009365,CC[C@@H]1[C@@H]2CCCCN3[C@H]2[C@H](C[C@H]3[C@@H]2C[C@H](C)C(=O)O2)[C@H]2[C@H](C)C(=O)O[C@]21C
MOL012179,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@H]5[C@H](O)C[C@]43C)[C@H]2C1
MOL010144,C[C@H](CC[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@H]3CC=C4C(C)(C)[C@@H](O[C@@H]5O[C@@H](CO[C@H]6O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)[C@@H](O)[C@H](O)[C@@H]5O)CC[C@@]4(C)[C@]3(C)[C@@H](O)C[C@]12C
MOL004557,COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2C(CO)=CC[C@H]12
MOL003292,COc1cc([C@H]2OC[C@@H]3[C@H]2CO[C@H]3c2ccc(O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(OC)c2)ccc1O
MOL011939,COc1ccc(-c2c(O)c(C=O)cc3ccc(O)c(OC)c23)cc1OC
MOL012616,C[C@@H]1O[C@@H](Oc2cc(O)c3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc3c2)[C@H](O)[C@H](O)[C@H]1O
MOL004238,C=C1CCC[C@]2(C)CCC(=C(C)C)C[C@@H]12
MOL006205,OC[C@H]1O[C@H](OCc2ccccc2)[C@@H](O)[C@@H](O)[C@@H]1O
MOL003007,C(CCCC1CCCCC1)CCC1CCCCC1
MOL012246,COc1c(O)cc(O)c2c1O[C@@H](c1ccc(O)cc1)CC2=O
MOL004668,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
MOL001190,C=C1C=C[C@@](C)([C@@H](C)CCC=C(C)C)CC1
MOL006655,CNC(=NCc1ccccc1)NC
MOL007947,C=C(C)[C@@H]1CC[C@H](C)[C@H]2CCC(=C)[C@@H]2C1
MOL004392,COc1ccc(-c2oc3c(CC=C(C)C)c(O[C@@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O[C@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]2O)cc1
MOL003457,CC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
MOL011893,C/C=C(/C)C(=O)OC[C@]12[C@H](CC(C)(C)C[C@@H]1O)C1=CC[C@H]3[C@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2OC(C)=O
MOL010781,CCCCCCC/C=C/C(=O)OCC
MOL013007,CC(C)CCC[C@H](C)[C@@H]1CC[C@H]2[C@H]3CC[C@@H]4CCCC[C@]4(C)[C@@H]3CC[C@]21C
MOL005429,C=CC[C@]12C=C(OC)[C@](C)(O)[C@H](C1=O)[C@H](c1ccc(OC)c(OC)c1)[C@@H]2C
MOL001939,CC(C)=CCc1c2occc2c(O)c2ccc(=O)oc12
MOL003904,CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OCC
MOL007044,CC(C)=CCC/C(C)=C/[C@H](O)C=O
MOL005079,O=C(O[C@@H]1O[C@@H]2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]([C@H]1O)[C@@H]2O)c1cc(O)c(O)c(O)c1
MOL001893,C[C@@H](O)[C@@H](C)O
MOL005583,C=C(C)[C@]12O[C@]3(c4ccccc4)O[C@H]1[C@@H]1[C@H]4O[C@@]4(CO)[C@H](O)[C@]4(O)C(=O)[C@@H](C)C[C@@H]4[C@]1(O3)[C@H](C)[C@@H]2OC(=O)c1ccccc1
MOL011190,C[C@H](CC(=O)C[C@H](C)C(=O)O)[C@H]1CC(=O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O
MOL009959,C/C(=C\CC[C@](C)(O[C@@H]1O[C@H](CO[C@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@]3(C)CC[C@@H](O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@H]3CC[C@]12C)CO
MOL005096,COc1c2ccoc2nc2c(OC)c(O)ccc12
MOL002753,O=c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12
MOL003841,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1
MOL011485,CC1=C(CO)C(=O)O[C@H]([C@H](C)[C@H]2CC[C@H]3[C@H]4[C@@H]5O[C@@H]5[C@@]5(O)CCCC(=O)[C@@]5(C)[C@H]4C[C@H](O)[C@@]23C)C1
MOL013142,CO[C@@H]1[C@@H](O)[C@H](O)OC[C@@H]1OC
MOL000294,C=C(C)[C@H]1CC=C2C(=CC[C@]3(C)[C@@H]([C@@H](CCC(=C)C(C)(C)O)C(=O)O)[C@H](O)C[C@@]23C)[C@@]1(C)CCC(=O)OC
MOL002303,Cc1cc(O)c2c(c1)[C@@H]([C@H]1c3cccc(O)c3C(=O)c3c(O)cc(CO)cc31)c1cc(O)cc(O)c1C2=O
MOL007101,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)[C@H](C)CO1
MOL003142,C[C@@H]1OCCc2c1c[nH]c(=O)c2C=O
MOL004687,CCCCCCC(C)=O
MOL005995,CC1(C)CC[C@]2(C(=O)O)[C@H](O)C[C@@]3(C)C(=CC[C@@H]4[C@]5(C)C[C@H](O)[C@@H](O)C(CO)(CO)[C@H]5CC[C@]43C)[C@H]2C1
MOL010294,OCCCc1ccc(O)cc1
MOL012753,CC1(C)C=Cc2c(ccc([C@@H]3CC(=O)c4c(O)cc(O)cc4O3)c2O)O1
MOL006340,O=C1C=CC(=C(c2ccc(O)cc2)c2ccc(O)cc2)C=C1
MOL001485,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C
MOL003512,CC[C@H]1O[C@@H](OC[C@H]2O[C@@H](OC(=O)[C@]34CC[C@@](C)(CO)C[C@H]3C3=CC[C@@H]5[C@@]6(C)CC[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@@](C)(C(=O)O)[C@@H]6CC[C@@]5(C)[C@]3(C)CC4)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1C
MOL012303,C/C=C\C=C1/C(C)(C)[C@H]2CC[C@]1(C)O2
MOL006710,COc1cc2ccc(=O)oc2c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O
MOL008427,Cc1cc(O)cc2c1C(=O)[C@@](O)(Cc1ccc(O)cc1)O2
MOL000017,COn1cc(C/C(=N/OS(=O)(=O)O)S[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2ccccc21
MOL005215,C/C=C1/[C@H](O)OC=C(C(=O)OC)[C@H]1CC(=O)OC[C@@H]1O[C@H](OCCc2ccc(O)c(O)c2)[C@@H](O)[C@H](O)[C@H]1O
MOL011606,CC(=O)/C=C/[C@@H]1C(C)=CC[C@@H](C)C1(C)C
MOL010914,CCCCCCC[C@@H]1O[C@@H]1CCC
MOL012929,CO[C@@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@H](C)O[C@H](O[C@@H]4CC5=CC[C@H]6C(=O)O[C@@H]7CO[C@]8(C)OC=C(CC[C@@H]6[C@@]5(C)C[C@H]4O)[C@H]78)C[C@H]3OC)O[C@@H]2C)O[C@@H](C)[C@@H]1O
MOL012883,C[C@@H]1CCC2=C1C[C@@H]1CC[C@@]2(C)C1(C)C
MOL008077,COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)[C@H](O)C(=O)C(O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)=C(C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)CC(C)C)[C@@H]24
MOL000447,C[N+]1(C)CCC[C@H]1C(=O)O
MOL007382,CO[C@H]1C[C@@]2(O)OC[C@]3(COC(=O)c4ccc(O)cc4)[C@H]2C[C@]13O
MOL004957,COc1ccc2c(=O)c(-c3ccc(O)cc3)coc2c1
MOL005645,COC[C@H](O)[C@]1(O)CC=C2[C@@H]3CC=C4C[C@H](O)CC[C@@]4(C)[C@H]3CC[C@@]21C
MOL002180,CCCCC(=O)CCC
MOL007678,C[n+]1cccc(C(=O)Oc2c([O-])cc(C(=O)O)cc2O)c1
MOL011256,C/C(=C\CC[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3)C(=O)O
MOL009236,COc1c2c(cc3c1-c1c(cc4c(c1OC)OCO4)[C@H](O)[C@H](C)[C@](C)(OC(=O)c1ccccc1)C3)OCO2
MOL000914,CC1=CC[C@@]2(C(C)C)C[C@@H]12
MOL002929,OC[C@@H]1O[C@@H](OCCc2ccc(O)cc2)[C@@H](O)[C@H](O)[C@@H]1O
MOL001606,C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1
MOL004404,COc1ccc(-c2oc3c(CCC(C)(C)OC)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)c3c(=O)c2O)cc1
MOL010017,C=C(O[C@@H]1C(=O)/C(=C/C)[C@@H]2[C@@H]1C(=C)[C@H](OC(=O)/C=C(\C)CC)C[C@H]2C(C)C)[C@H](C)CC
MOL012180,C=CC(=O)c1ccccc1
MOL008974,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)[C@H](Oc1ccccc1)[C@@](C)(O)[C@@H](C)C2
MOL009666,C[C@@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
MOL006593,CC(C)=CCc1c(O)c(CC=C(C)C)c(O)c(C(=O)CC(C)C)c1O
MOL001256,C=CC[C@H]1CC=C(C)C1(C)C
MOL002883,CCCCCCCC/C=C\CCCCCCCC(=O)OCC
MOL003791,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(CO)CO
MOL006069,CC[C@H](/C=C/[C@H](C)[C@H]1CC[C@@H]2C3=CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@@H]3CC[C@@]21C)C(C)C
MOL004054,C=C1CC[C@@H]2[C@H](CC2(C)C)C(=O)CC[C@@H]1O
MOL010447,C[C@@H]1O[C@@H](O[C@H]2[C@@H](OC(=O)[C@]34CCC(C)(C)C[C@@H]3C3=CC[C@@H]5[C@@]6(C)C[C@H](O)[C@H](O[C@H]7O[C@H](CO[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@]3(C)C[C@H]4O)OC[C@@H](O)[C@@H]2O[C@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
MOL004541,CO[C@@]1(CC[C@H](C)CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@@H]2C[C@@H]3[C@@H]4CC[C@@H]5C[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]2[C@@H]1C
MOL003284,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H]1[C@H](O)[C@H](O)[C@H](OCCc2ccc(O)c(O)c2)O[C@H]1CO
MOL010152,C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@H]3CC=C4[C@@H](CC[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C
MOL009689,CCCCCCCC/C=C\CCCCCCCC(OC)OC
MOL009373,C[C@@H]1C[C@]2(CC[C@H](O)CN3[C@H]2CC[C@H]3[C@@H]2C[C@H](C)C(=O)O2)OC1=O
MOL012495,CCCCOC(=O)[C@H]1O[C@@H](O[C@@H]2CC[C@@]3(C)[C@H]4CC=C5[C@H]6CC(C)(C)CC[C@@]6(C(=O)O[C@H]6O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]6O)CC[C@]5(C)[C@]4(C)CC[C@H]3C2(C)C)[C@H](O)[C@@H](O[C@H](OCC(=O)OC)C(=O)OC)[C@@H]1O
MOL000851,CC(=O)O[C@H]([C@H](O)C[C@@H](C)C1=C2C[C@H](O)[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1)C(C)(C)O
MOL001743,O=c1ccn([C@@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1
MOL006086,O=c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12
MOL004111,C=C1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@H]2[C@@H]1C
MOL010502,O=c1cc(CCc2ccccc2)oc2c1[C@H](O)[C@H](O)[C@H](O)[C@H]2O
MOL008831,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3cc(OC)c(OC)c(c3CCN1C)Oc1c(OC)c(OC)cc3c1[C@H](C2)N(C=O)CC3
MOL009723,CCCCCCC(N)=O
MOL001313,CCCCCCCC[C@@H](O)[C@@H](O)/C=C/[C@@H](O)CCCCC(=O)O
MOL002495,CCCCC/C=C/C(=O)CCc1ccc(O)c(OC)c1
MOL005350,CC(=O)OC[C@H]1O[C@@H](O[C@@H]2CC[C@]3(C)[C@H](CC[C@]4(C)[C@@H]3C[C@@H](O)[C@@H]3[C@@H]([C@](C)(CCC=C(C)C)O[C@@H]5O[C@H](CO[C@H]6O[C@H](CO)[C@@H](O)[C@@H]6O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]34C)C2(C)C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
MOL011743,Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)[C@H](O)C3
MOL008098,COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)CC(=O)C(O)=C(C)[C@H]1C[C@H]3OC(=O)[C@H](OC(=O)/C=C(\C)C(C)(C)O)[C@@H]24
MOL010851,OCCCO
MOL008562,CCCCCCC[C@H]1CCC[C@]2(C)[C@H]3[C@@H](C[C@H]12)O[C@@](CCCC)(OC)[C@H]3C
MOL006985,COc1cccc2c1C[C@@H]1c3c(cc4c(c3-2)OCO4)CCN1C
MOL007697,CC[C@@H](C)[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@H](C)CC)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C1=O
MOL004812,COc1cc2c(c(OC)c1CC=C(C)C)C[C@@H](c1ccc(O)cc1O)CO2
MOL005700,C=C(C)[C@H]1CC[C@]2(C)C[C@H]1c1c(c(C)cc3c1[nH]c1ccccc13)O2
MOL011313,CC[C@H]1CC[C@@H]2[C@@H]3CC[C@@H]4CCCC[C@@]4(C)[C@H]3CC[C@]12C
MOL008132,COC(=O)c1cncc2c1C[C@@H](O)[C@@H]2C
MOL000502,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3O)coc2c1
MOL002211,CCCCC/C=C/C/C=C/CCCCCCCCCC(=O)O
MOL013400,CC(=O)O/C1=C2\C[C@H](C)[C@@H](OC(=O)c3ccccc3)[C@@H]2/C=C(\C)[C@H](OC(C)=O)C[C@H](OC(C)=O)C(C)(C)/C=C/[C@@H]1C
MOL005184,C/C=C1/[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C(C(=O)OC)[C@H]1CC(=O)OCCc1ccc(O)cc1
MOL002641,CC(C)(O)CCc1c(O)cc2c(c1O)C(=O)[C@H](O)[C@@H](c1ccc(O)cc1)O2
MOL003953,CC1=C[C@H](O)[C@@H]2C[C@H]1C2(C)C
MOL011597,O=c1cc(-c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)c(O)c2)oc2cc(O)cc(O)c12
MOL013050,N#C/N=[N+](\[O-])c1ccc(C(=O)O)cc1
MOL000386,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O
MOL003400,CC1(C)CC[C@]2(C(=O)O)[C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@H]5CC[C@]43C)[C@H]2C1
MOL012211,C/C=C/C#CC#CCC/C=C/CCCO
MOL006602,C=C(C)[C@@H](CC=C(C)C)Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1OC)O2
MOL007910,C=Cc1cc(O)cc2c1-c1ccc(O)c(C)c1CC2
MOL003050,CCCCCCCCC(=O)O
MOL004795,COC1=CC(=O)c2ccccc2C1=O
MOL005887,C=C1[C@@H]2C[C@@H]3[C@@H](C)CC[C@@]1(C)[C@]3(C)C2
MOL012641,CCCCCCCCC[C@@H](C)CCCCCCC
MOL006252,CC(C)(O)[C@@H]1CC[C@]2(CO)[C@@H](O)CC[C@](C)(O)[C@H]2[C@@H]1OO[C@H]1O[C@@](C)(CO)[C@@H](O)[C@H](O)[C@H]1O
MOL001597,C[C@H]1CCC[C@@H]2[C@@H]3CCCC[C@@H]3CC[C@@H]21
MOL012354,C[C@@H]1OCCC1=O
MOL001082,C=C1C=C(C)CC[C@@H]1[C@@H](C)CCC=C(C)C
MOL006747,CC(C)=CCC[C@@](C)(O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)[C@@H]1CC[C@@]2(C)[C@H]1[C@@H](O)C[C@H]1[C@@]3(C)CC[C@@H](O)C(C)(C)[C@H]3[C@@H](O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]3O[C@@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]3O)C[C@@]12C
MOL007855,OC[C@@H]1O[C@@H](OCc2ccoc2)[C@@H](O)[C@H](O)[C@H]1O
MOL005868,CC[C@@H](CC[C@@H](C)[C@@H]1CC[C@H]2[C@H]3CC=C4C[C@@H](O[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]5O)CC[C@]4(C)[C@@H]3CC[C@]21C)C(C)C
MOL001578,CC(=O)c1ccccc1
MOL004280,CC(C)=C1C[C@H]2[C@@H](CC[C@]2(C)O)[C@](C)(O)CC1=O
MOL003545,C[C@@H]1CCCC2=CC[C@@H]3[C@@H](C3(C)C)[C@]21C
MOL011981,CC(=O)O[C@@H]1C=C(C)[C@@H]2C[C@H]1C2(C)C
MOL009148,CC[C@]12C[C@H]3CN(CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(c4cc5c(cc4OC)N(C)[C@@H]4[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@@]6(CC)C=CCN7CC[C@@]54[C@H]76)[C@H]3O1)C2
MOL010693,CC(=O)N[C@@H]1C[C@H](O)[C@@H](CO)O[C@H]1O
MOL012704,CC(C)=CCc1c(O)cc(C(=O)[C@H]2[C@@H](c3c(O)ccc(C(=O)/C=C/c4ccc(O)cc4)c3O)C=C(C)C[C@@H]2c2ccc(O)cc2O)cc1O
MOL010739,O=C(C[C@@H]1[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]2OC(=O)[C@@H]3CC(O)=C(O)C(O)=C3c3c(cc(Oc4c(C(=O)O)cc(O)c(O)c4O)c(O)c3O)C(=O)OC[C@H]2O[C@H]1O)c1cc(O)c(O)c(O)c1
MOL006317,CC(=O)/C=C/[C@H]1C(C)=C[C@H](O)CC1(C)C
MOL001128,COc1cc(C)c2c(=O)cc(CC(C)=O)oc2c1[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC(=O)/C=C\c1ccc(O)cc1
MOL009518,C/C=C/CCCCc1ccc(C)cc1C
MOL011578,CC(C)(C)[C@]1(O)C[C@@H]2OC(=O)C[C@@]23C(=O)O[C@@H]2OC(=O)[C@H](O)[C@]213
MOL007156,Cc1cccc2c3c(ccc12)C(O)=C([C@H](C)CO)C(=O)C3=O
MOL000693,CC(C)C1=CC[C@@]2(C)[C@H](O)CC[C@](C)(O)[C@H]2C1
MOL001981,C[C@@H]1O[C@@H](O[C@H]2[C@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@]5(C)[C@H]4CC=C4[C@H]6CC(C)(C)CC[C@]6(C(=O)O)CC[C@]45C)[C@]3(C)CO)OC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
MOL002354,COc1cc2c3c(O)c1OCc1ccc(cc1)C[C@@H]1c4c(cc(OC)c(OC)c4Oc4ccc(cc4)CC3=NCC2)CCN1C
MOL000369,O=C1C[C@H](c2ccc(O)c(O)c2)Oc2cc(O[C@H]3O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O[C@H]3OC[C@@](O)(CO[C@H]4O[C@H](CO)[C@@H](O)[C@H]4O)[C@H]3O)cc(O)c21
MOL005491,CCc1ccc(C)c(C)c1
MOL008759,C[C@H]1CC(=O)[C@H]2[C@@H](CC(=O)O)CO[C@H](O)[C@H]21
MOL011082,CCCCCCCCCCCCCCCCCCCCCCCCOC(=O)/C=C\c1ccc(O)c(OC)c1
MOL011128,COC(=O)[C@@H](C)CC(=O)C[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
MOL013115,C=C[C@]1(C)C=C2CC[C@H]3[C@@](C)(CCC[C@]3(C)C(=O)O)[C@@H]2CC1
MOL007506,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@@]2(C)[C@@H]1[C@H](O)C[C@H]1[C@H]2CC[C@@H]2C(C)(C)[C@@H](O)CC[C@@]21C
MOL002704,N[C@H](Cc1ccccc1)C(=O)O
MOL000739,CC(C)=CCc1coc2c3c(cc(O)c2c1=O)OC(C)(C)C(c1ccc(O)cc1O)=C3
MOL003816,C[C@@]1(C(=O)O)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O[C@@H]6OC[C@@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@H]2C1
MOL008309,COc1ccc(OC)c(C(C)=O)c1
MOL004003,CC(C)=CCC/C=C(\C)CC/C=C/CO
MOL010410,CCCCCCC(=O)C(C)C
MOL008923,Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1
MOL009631,C=C(C)[C@H](C)CCC[C@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4[C@H](C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C
MOL001201,CC(C)=CCC[C@@]1(C)[C@@H]2CC=C(C)[C@H]1C2
