TCM_ID,SMILES
MOL002995,COc1cc(O)ccc1C/C=C/c1ccccc1
MOL001340,C=C1C[C@]23C[C@H]1CC[C@H]2[C@@]12C=CC[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
MOL006485,COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(C)cc2c1C(=O)c1c(O)cccc1C2=O
MOL009770,COc1ccc(CCO[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc1
MOL012096,CC1(C)CC[C@]2(CO)CC=C3[C@]4(C)CC[C@H]5C(C)(C)[C@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1
MOL008862,CC(=O)O[C@H]1[C@H](OCCc2ccc(O)c(O)c2)O[C@H](CO)[C@@H](O)[C@@H]1O[C@@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
MOL010101,C[C@@H](CC[C@@H](O)C(C)(C)O)[C@@H]1CC[C@@]2(C)[C@@H]3C(=O)C=C4C(C)(C)[C@@H](O)CC[C@@]4(C)[C@]3(C)[C@H](O)C[C@]12C
MOL004512,C[C@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@H]1[C@@H]2C
MOL001710,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@@H]23)OCO4)cc(OC)c1OC
MOL000802,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CCC2=C3C=CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
MOL003238,CC(=O)OC[C@]12[C@H](OC(=O)c3ccccc3)[C@@H](OC(C)=O)[C@@H]3[C@@H](O)[C@]1(OC3(C)C)[C@@](C)(O)C[C@H](OC(C)=O)[C@@H]2OC(=O)/C=C\c1ccccc1
MOL001205,C=C(C)/C=C\C=C(C)C
MOL009635,CC(C)[C@H](C)CC[C@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
MOL008927,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO
MOL010414,CCCCCCCC/C=C/C=C/CCCCCCCCCC(=O)O
MOL012429,C1CCCCCCCCCCCCCCC1
MOL004007,C=C(C)/C=C/[C@H]1CC1(C)C
MOL003668,C[C@]1(CO)C[C@@H](O)[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@H]2C1
MOL006190,O=C(/C=C/c1ccc(O)c(O)c1)O/C=C\c1cc(O)cc(O)c1
MOL001655,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@@H]2C1
MOL000947,CC(C)=C1CC(=O)[C@@H](C)CC/C=C(\C)CC1=O
MOL012583,Oc1cc(O)c([C@H]2c3c(O)cc(O)cc3O[C@H](c3ccc(O)c(O)c3)[C@@H]2O)c(O)c1
MOL009265,COc1cc([C@H]2c3cc(O)c(OC)cc3C=C(C)[C@@H]2C)ccc1O
MOL010044,CC1=CC[C@@]2(C)CC[C@H](C(C)C)[C@@]2(O)CC1
MOL012079,COc1cc([C@H]2c3cc(O)c(OC)cc3C[C@H](CO)[C@H]2CO[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)ccc1O
MOL003392,OCc1ccc(-c2ccc(-c3cccs3)s2)s1
MOL004457,CCCCC/C=C\C=C\CCCCCCCCC(=O)OC
MOL000414,O=C(O)/C=C\c1ccc(O)c(O)c1
MOL002429,O=Cc1ccc(CO)n1CCc1ccc(O)cc1
MOL008024,CC[C@H](CC[C@H](C)[C@@H]1CC[C@@H]2[C@@H]3C(=O)C=C4C[C@@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C
MOL013238,CCCCCCCCCCCCCCCCCCCCCCCC=O
MOL011205,CO[C@@H]1C[C@H]2C(C)(C)[C@H](OC(C)=O)CC[C@]2(C)C2=C1[C@]1(C)CC[C@H]([C@H](C)[C@@H](C/C=C(\C)C(=O)O)OC(C)=O)[C@@]1(C)CC2
MOL005616,C[C@@H]1/C=C\CCCCC1
MOL006939,Cc1cnccn1
MOL004904,COc1c2c(cc3oc(=O)c(-c4ccc(O)cc4O)cc13)O[C@@](C)(CO)CC2
MOL000044,C=C1CCC[C@]2(C)C[C@@H]3OC(=O)C(C)=C3C[C@@H]12
MOL002079,N#C/C(=C/CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)CO
MOL007781,C[C@@H]1CC[C@]2(O)C(C=O)=CO[C@@H](O)[C@H]12
MOL006893,CO[C@@H]1C[C@H](O[C@@H]2[C@@H](C)O[C@@H](O[C@H]3CC4=CC[C@@H]5C(=O)O[C@@H]6CO[C@]7(C)OC=C(CC[C@H]5[C@]4(C)C[C@@H]3O)[C@H]67)C[C@H]2OC)O[C@H](C)[C@H]1O[C@H]1C[C@@H](OC)[C@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H](C)O1
MOL013392,CC(=O)O[C@H]1C[C@@H](OC(C)=O)C(C)(C)[C@H](OC(=O)c2ccccc2)[C@@H]2O[C@@]3(C[C@H](C)[C@@H](OC(=O)c4ccccc4)[C@@H]3[C@H]3O[C@]13C)[C@@H](OC(C)=O)[C@H]2C
MOL008474,CC[C@@H]1CN2CC[C@]3(C(=O)Nc4ccccc43)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC
MOL010947,Cc1ccc2c(c1)[C@H](C(C)C)CC[C@@H]2C
MOL011655,CCCCCCC(CO)CCCCCC
MOL005246,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CCC[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
MOL002583,CC1=C[C@@H]2C(=O)[C@]3(C=C(C)[C@H](OC(=O)c4ccccc4)[C@@]3(O)[C@@H]1O)[C@H](C)C[C@@H]1[C@H]2C1(C)C
MOL010697,CC(=O)OCCCc1ccccc1
MOL011985,C[C@@H]1C[C@H]2O[C@@]3(O[C@@H]2C(C)(C)O)[C@@H](O)[C@]2(C)[C@H]4CC[C@@H]5C(C)(C)[C@H](O[C@H]6OC[C@H](O)[C@@H](O)[C@@H]6O)CC[C@]56C[C@]46C[C@@H](O)[C@]2(C)[C@@H]13
MOL003541,CC1=CC[C@@H]2[C@H]3[C@H]1[C@]2(C)CCCC3(C)C
MOL004284,CCCCCCCCCCCCCCCCCC(C)=O
MOL007851,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@H]6O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]6O)[C@@](C)(C(=O)O)[C@H]5CC[C@]43C)[C@@H]2C1
MOL006743,CC(C)=CCC[C@](C)(O[C@H]1O[C@@H](CO[C@H]2OC[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)[C@@H]1CC[C@]2(C)[C@H]1[C@@H](O)C[C@H]1[C@@]3(C)CC[C@H](O[C@H]4OC[C@H](O)[C@@H](O)[C@@H]4O[C@H]4O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]4O)C(C)(C)[C@@H]3CC[C@@]12C
MOL001086,COC(=O)c1ccc(C(=O)OC)cc1
MOL012350,CC1=C(C)[C@@]2(CCC[C@@H](C)O2)OC1=O
MOL003111,C=C[C@H]1[C@H](O)OC=C(C(=O)OC)[C@@H]1/C(C=O)=C\C[C@@H]1C(C(=O)OC)=CO[C@H](O)[C@H]1C=C
MOL006313,C=C1CC[C@H]2C(=C(C(C)C)CC[C@@H]2C)C1
MOL012700,CC1=C[C@H](c2c(O)ccc([C@@H]3CC(=O)c4c(O)cc(O)cc4O3)c2O)[C@@H](C(=O)c2ccc(O)cc2O)[C@H](c2ccc(O)cc2O)C1
MOL011086,C#CCCCCCCCCCCCCCCC
MOL005495,CCc1ccc2c(c1O)C(=O)C=C(O)C2=O
MOL001985,COc1cc([C@H]2c3cc4c(c(O)c3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
MOL000697,OC[C@@H](O)[C@@H](O)CO
MOL007152,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CC[C@@H](O)[C@]2(C)O
MOL003812,COC(=O)[C@@]1(C)CC[C@]2(C(=O)O)CC[C@@]3(C)C(=CC[C@@H]4[C@]5(C)C[C@@H](O)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1
MOL002700,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3OC[C@@](O)(CO)[C@H]3O)cc(O)c12
MOL007502,C=C[C@H](O)C#CC#CC/C=C\CCCCCCC
MOL013111,C=C[C@@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O
MOL007017,CCO[C@H]1O[C@@H]2CC[C@@H](C(=O)C2)[C@]1(COC(=O)c1ccccc1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
MOL011439,CC(C)(O)[C@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4[C@@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C[C@]23C)O1
MOL013404,CC(=O)O[C@@H]1CC(=O)C(C)(C)/C=C\[C@@H](C)[C@H](OC(C)=O)[C@@]2(OC(C)=O)C[C@@H](C)[C@H](OC(=O)c3ccccc3)[C@@H]2/C=C\1C
MOL002215,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CCCC(C)(C)[C@H]5CC[C@]43C)[C@@H]2C1
MOL000228,COc1cc(O)cc2c1C(=O)C[C@H](c1ccccc1)O2
MOL007447,COc1c(O)cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O
MOL000382,O=C[C@@H](O)[C@H](O)[C@H](O)CO
MOL011069,COn1cc(CNC(=S)SC)c2ccccc21
MOL013054,COC(=O)c1ccc(/[N+]([O-])=N/C#N)cc1
MOL008248,O=COC[C@@H](CO[P@@](=O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O)OC=O
MOL011593,O=c1c(-c2ccccc2)coc2ccccc12
MOL003957,CCCCCCCCCCCCCCCc1cc(=O)c2ccccc2n1C
MOL002645,NCCc1ccccc1
MOL005180,CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
MOL000678,CC(C)(O)[C@@H]1CC[C@@]2(C)[C@H](O)CC[C@](C)(O)[C@H]2[C@@H]1O
MOL007914,C=C(C)[C@@H]1CC[C@@]2(C)CCC(=O)C(C)=C2C1
MOL005929,C[C@@H]1CC[C@H]2C[C@@H]1C2(C)C
MOL006606,C=C(C)[C@H](CC=C(C)C)CCc1c(O)cc(OCC)c2c1O[C@@H](c1ccccc1O)CC2=O
MOL012215,CCCO
MOL010228,CC1=C[C@H](O)CC(C)(C)[C@@H]1/C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C/C1=C(C)C[C@@H](O)CC1(C)C
MOL009009,COc1cc([C@@H]2OC[C@@H]3[C@H]2CO[C@H]3c2cc(OC)c(O)c(OC)c2)ccc1O
MOL001439,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O
MOL003404,COc1cc(O)c2c(c1)oc(=O)c1c3cc(O)c(O)cc3oc21
MOL001593,CC1=CC(=O)C(=C(C)C)CC1
MOL006256,C[C@H]1C2=C(O)C(=O)O[C@@H](c3ccoc3)[C@]2(C)CC[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]1O
MOL012645,CC(C)=CC/C=C(\C)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]3[C@@H](O)C[C@]12C
MOL010678,CS
MOL009459,C1=C2/C[C@@H]2CCCCC/1
MOL010382,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@@H]3[C@@H]4CC[C@]5(O)C[C@@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)C[C@@H](O)[C@@]5(C)[C@H]4CC[C@@]3(C)[C@H]1[C@@H]2C
MOL005883,Oc1cc(O)c(C[C@H]2Oc3cc4c(cc3[C@H]2c2ccc(O)c(O)c2)C[C@@H](O)[C@H](c2ccc(O)c(O)c2)O4)c(O)c1
MOL004791,CCCCCCCCCCCCCCCCO
MOL001069,C=C(C)O[C@H]1CC[C@@]2(C)[C@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@H]([C@](C)(O)C/C=C/C(C)C)[C@@H](O)C[C@]23C)C1(C)C
MOL003054,O=C1C[C@H](c2ccc(O)c(O)c2)Oc2cc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21
MOL006082,OCCc1ccccc1O
MOL001747,CCCCCCCCCCCCCCCCCCCCCCCC
MOL000855,C[C@H](C[C@](O)(CC(=O)[O-])[C@H]1OC1(C)C)C1=C2C[C@H](O)[C@@H]3[C@H](CC[C@H]4C(C)(C)C(=O)CC[C@]34C)[C@@]2(C)CC1
MOL002868,C#CCCCCCCCCC
MOL012491,CC1(C)CC[C@]2(C(=O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O[C@@H](OCC(=O)O)[C@@H](O)C(=O)O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@@]43C)[C@@H]2C1
MOL009377,CC[C@H]1[C@@H]2OC(=O)[C@@H](C)[C@@H]2c2cc([C@@H]3C[C@@H](C)C(=O)O3)n3c2[C@@H]1CCCC3
MOL010156,CC1(C)CC[C@]2(C)CC[C@]3(C(=O)O)C(=CC[C@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@H]5CC[C@]43C)[C@H]2C1
MOL006578,CCCCCCCCCCCCCCCCCCCCCCCCCc1cc(=O)c2c(O)c(C)c(O)c(C)c2o1
MOL003280,CC(C)c1ccc2c(c1O)C(=O)C[C@H]1C3=C(CC[C@]21C)C(=O)OC3
MOL001317,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H]1O[C@@H](O[C@@H]2CC[C@@]3(C)C(=CC[C@@H]4[C@H]5CC[C@H]([C@H](C)CC[C@@H](CC)C(C)C)[C@@]5(C)CC[C@H]43)C2)[C@H](O)[C@@H](O)[C@@H]1O
MOL009727,CC(=O)CCC(=O)O
MOL008835,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O
MOL010506,CCCCOCCOCCO
MOL006128,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](O)CO[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
MOL004115,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@H]3c2cc(OC)c(O[C@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)c(OC)c2)cc(OC)c1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
MOL000156,C[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
MOL006981,COc1ccc2cc1Oc1ccc(cc1)C[C@@H]1NCCc3cc(OC)c4c(c31)Oc1cc3c(cc1O4)CCN(C)[C@H]3C2
MOL013280,COc1c(O)ccc2c1OC[C@H]1c3cc4c(cc3O[C@@H]21)OCO4
MOL008566,COc1cc([C@@H]2OC(=O)[C@H]3[C@@H]2CO[C@H]3c2ccc(O)c(OC)c2)ccc1O
MOL010855,OCCCCO
MOL012868,C#CCCCCCCCCCCC(=O)OC
MOL011747,C/C=C(/C)C(=O)O[C@@H]1Cc2c(cc3oc(CO)cc(=O)c3c2O)OC1(C)C
MOL005354,CCCCCCC[C@@H]1O[C@@H]1CC#CC#C[C@@H](O)CC
MOL007369,CO[C@]12C[C@]3(C)O[C@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]2C[C@@]13O
MOL002491,CCCCC[C@@H](O)C[C@H](CCc1ccc(O)c(OC)c1)OC(C)=O
MOL000506,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@@H]34)[C@H]2C1
MOL008136,CC(C)CCCCCCCCCCCC[C@@H](O)CC(=O)O
MOL011317,C[Si](C)(C)OC(=O)c1ccc(CO)o1
MOL005704,CCCCCCCCCCCCCCCCCCCCOC(=O)/C=C\c1ccc(O)c(OC)c1
MOL007739,CC(C)=CC[C@@H](OC(=O)CC(C)(C)O)C1=CC(=O)c2c(O)ccc(O)c2C1=O
MOL004816,CC(C)=CCc1cc(C[C@@H](O)C(=O)c2cc(CC=C(C)C)c(O)cc2O)ccc1O
MOL010910,C=CC/C=C/CCCCCCC
MOL011602,c1ccncc1
MOL005211,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C=O)[C@H]4CC[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
MOL000013,C/C(=C\OS(=O)(=O)O)S[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
MOL008423,O=C1CC[C@@H](O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c2cccc(O)c21
MOL011252,C[C@H](CC(=O)C[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3)C(=O)O
MOL008589,CC[C@@H](C)CC[C@H]1O[C@@H]2C[C@@H]3[C@@H]4CC[C@@H]5CCCC[C@@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2[C@@H]1C
MOL002184,CCCC[C@H]1C=CCC=CC1
MOL005641,Cc1c(C)c(C)c(C)c(C)c1C
MOL004953,O=C1C[C@H](c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3OC[C@](O)(CO)[C@H]3O)cc2)Oc2cc(O)ccc21
MOL007386,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O
MOL000443,CO[C@H]1C=CC2=CCN3CCc4cc5c(cc4[C@@]23C1)OCO5
MOL012887,O=S(=O)(Cl)CCl
MOL008073,COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@H]1O)[C@@]1(C)CC(=O)C(O)=C(C)[C@H]1C[C@H]3OC(=O)[C@H](OC(=O)C=C(C)C)[C@@H]24
MOL010013,C=C1[C@H](OC(=O)/C=C(\C)CC)C[C@@H](C(C)C)[C@@H]2[C@@H]([C@@H](C)O)C(=O)[C@@H](O)[C@@]12C
MOL004400,CC1=CC[C@H](c2coc(CC(C)C)c2)C[C@H]1O
MOL001602,CC1=C[C@H]2C(=CC1)[C@@H](C)CC[C@@H]2C(C)C
MOL000910,CC(C)=C1C/C=C(\C)CC/C=C(\C)CC1=O
MOL009232,C/C=C(\C)C(=O)O[C@H]1C2=CC(=O)C(OC)=C(OC)[C@]23COc2c4c(cc(c23)[C@@H](OC(C)=O)[C@H](C)[C@@]1(C)O)OCO4
MOL010443,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O[C@@H]3O[C@@H](C)[C@H](O[C@@H]4OC[C@H](O)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)[C@H](O[C@@H]4OC[C@](O)(CO)[C@H]4O)[C@H]3O)[C@@H](OC(=O)[C@]34CCC(C)(C)C[C@H]3C3=CC[C@@H]5[C@@]6(C)C[C@H](O)[C@H](O[C@@H]7O[C@H](CO[C@@H]8OC[C@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O)C(C)(C)[C@@H]6CC[C@@]5(C)[C@]3(C)C[C@H]4O)OC[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
MOL009398,CC(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
MOL004050,Cc1ccc2c(c1)C(C(C)C)=CC[C@@H]2C
MOL003795,O=C(O)[C@@H]1CCCCN1
MOL002887,C=C(C)[C@H](O)CC
MOL001252,CC(C)[C@@H]1C=CC(=O)CC1
MOL006597,O=C(O)Cc1cc(O)ccc1O
MOL009662,C/C=C(\C)C(=O)O[C@@H]1CC(C)(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]12C(=O)O
MOL012184,C=C[C@]1(C)CCC2=C(C)C(C)(C)CC[C@H]21
MOL008970,COc1cc2c(c(OC)c1OC)-c1c(cc3c(c1OC)OCO3)C[C@@H](C)[C@](C)(O)[C@H]2Oc1ccccc1
MOL007555,CC(C)[C@@]12CC(=O)[C@H](C)[C@@H]1C2
MOL000290,C=C(CC[C@@H](C(=O)O)[C@H]1[C@H](O)C[C@@]2(C)C3=CC[C@@H](C(=C)C)[C@](C)(CCC(=O)O)C3=CC[C@]12C)C(C)C
MOL005568,CNc1ccccc1C(=O)O
MOL013146,CCCCCCC/C=C/C/C=C/C/C=C/CCCCCCC(=O)OC
MOL011481,CC1=C(C)C(=O)O[C@H]([C@H](CO)[C@H]2CC[C@@H]3[C@@H]4C[C@H](O)[C@@]5(O)CCCC(=O)[C@@]5(C)[C@H]4C[C@@H](O)[C@]23C)C1
MOL003845,Nc1nc(O)c2c(n1)N[C@@H](CNc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)CN2C=O
MOL002757,Cc1nc2cc3[nH]c(=O)[nH]c(=O)c3cc2nc1C
MOL005092,COc1c(O)ccc2c1cnc1c3cc4c(cc3ccc21)OCO4
MOL007105,Cc1cccc2c1C=C[C@@H]1[C@@H]2C(=O)CO[C@]12C[C@@H](C)CO2
MOL005138,CC[C@H](C)C(=O)c1c(O)c(C)c(O)c2c1oc1c(C(=O)CC(C)C)c(O)c(C)c(O)c12
MOL009818,CCCC[C@H](C)[C@@H](C)CCC
MOL002307,CCCCCCCCCCCCCCCC(=O)OCC1=C[C@@H]2C(=O)[C@]3(C=C(C)[C@H](O)[C@@]3(O)[C@@H]1O)[C@H](C)C[C@@H]1[C@H]2C1(C)C
MOL001481,CN1Cc2c(ccc3c2OCO3)[C@@H]2[C@H]1c1cc3c(cc1C[C@@H]2O)OCO3
MOL004379,COc1c(O)cc(-c2cc(=O)c3cc(CC=C(C)C)c(O)cc3o2)cc1O
MOL006344,CC1(C)C[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@]2(C)[C@@H]1[C@H](O)C[C@@]13C[C@@H](CC[C@]12C)[C@](C)(O)C3
MOL012757,CC(C)=CCC[C@]1(C)C=Cc2c(ccc(-c3oc4cc(O)cc(O)c4c(=O)c3CC=C(C)C)c2O)O1
MOL011878,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1
MOL010290,N#C/C=C/N
MOL005991,CC(C)OC=O
MOL004683,CCCCCCCCCCCCC/C=C/C=C/C(=O)OC
MOL003146,CC1(C)O[C@](C(=O)O)([C@H]2CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@](C)(CO)[C@@H]4CC[C@]23C)C[C@H](O)[C@@H]1O
MOL007806,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c(O)c12
MOL004729,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
MOL006714,C[C@H]1[C@@H]2C3=CC[C@@H]4[C@@]5(C)C[C@H](O)[C@H](O)[C@@](C)(C=O)[C@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CCC1(C)C
MOL012307,CC[C@@H](C)CC(C)C
MOL003516,CC(C)=CCC[C@H](C)O
MOL003003,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1
MOL006201,O=C(O)C[C@H]1CCC(=O)[C@H]1C/C=C\CCO
MOL012612,C=C[C@](C)(CC/C=C(/C)CCC=C(C)C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
MOL010785,C[C@H]([C@@H](O)c1ccccc1)N(C)C
MOL011897,CCCCCCCCC/C=C/C[C@H]1CC(=O)OC1=O
MOL003453,C=C[C@@H](O)CCCCCC
MOL004396,COc1cc([C@H](O)[C@@H](CO)c2ccc(O)c(OC)c2)ccc1O
MOL007943,CC(C)[C@@H](O)C[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3[C@H](O)C[C@]12C
MOL006651,OC[C@H]1O[C@@H](Oc2ccc3c(c2)OC[C@H]2c4cc5c(cc4O[C@@H]32)OCO5)[C@H](O)[C@@H](O)[C@@H]1O
MOL001194,C=C[C@]1(C)CC(=C)C(=C(C)C)C[C@@]1(C)C(=C)C
MOL012242,COc1cc(-c2cc(=O)c3c(O)c(OC)c(OC)cc3o2)cc(OC)c1O
MOL003900,CO[C@]1(CC[C@@H](C)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H]2C[C@@H]3[C@@H]4CC[C@@H]5C[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)CC[C@@]5(C)[C@H]4CC[C@@]3(C)[C@H]2[C@@H]1C
MOL002612,CCCC(=O)C1=C(O)C(C)(C)C(O)=C(Cc2c(O)c(CC3=C(O)C(C)(C)C(O)=C(C(=O)CCC)C3=O)c(O)c(C(=O)CCC)c2O)C1=O
MOL007410,C=C(C(=O)O)[C@@H]1CC[C@@H](C)[C@@H]2CC=C(C)[C@@H](O)[C@]12O
MOL013003,CC[C@@H](C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C
