IMPHY_ID,SMILES
IMPHY001189,CC(=O)O[C@H]1C[C@]2(C(=C1C)[C@@H](OC(=O)C)[C@@H]([C@]1([C@H]([C@@H]2OC(=O)C)C(=C)[C@@H](O)CC1)C)OC(=O)C)C(O)(C)C
IMPHY001190,CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C(=CC[C@@]4([C@@H]3C[C@@H](OC(=O)/C=C(/C(C)C)C)[C@]3([C@@]4(O)CC[C@@]3(O)C(=O)C)C)O)C2)C)O[C@@H]([C@H]1O[C@H]1C[C@H](OC)[C@@H]([C@@H](O1)C)O[C@H]1C[C@H](OC)[C@@H]([C@H](O1)C)O)C
IMPHY001191,CC1=CC(=O)c2c(C1=O)cccc2O
IMPHY001192,C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@]([C@H]1C2=C(C)[C@H]2[C@@H]1[C@@H]1[C@@H]3[C@@]42[C@H]2OC(=O)[C@H]([C@@H]2CC[C@@]3(O[C@@]4([C@@H]1O)C)C)C)(C)O
IMPHY001193,CCCCCCCCCC[C@@H]([C@H]1CC([C@@H](O1)[C@@H]1O[C@H](CC1O)[C@@H](CCCCCCCCCCCCC1=C[C@@H](OC1=O)C)O)O)O
IMPHY001194,OC[C@H]1O[C@@H](O[C@H]2[C@H](C)O[C@H]([C@@H]([C@@H]2O)O)O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@]3(O4)CC[C@H](CO3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001195,OC[C@H]1O[C@@H](OC(=O)[C@]23CC[C@@]4(C(=CC[C@H]5[C@@]4(C)CC[C@@H]4[C@]5(C)CC[C@@H](C4(C)C)O[C@@H]4O[C@H](C(=O)O)[C@H]([C@@H]([C@H]4O)O[C@@H]4OC[C@@H]([C@@H]([C@H]4O)O)O)O)[C@@H]3CC(CC2)(C)C)C)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001196,C=C1CC[C@H]2[C@@]([C@]31Oc1c(C3)c(=O)oc(c1C)C)(C)CC[C@@H]1[C@]2(C)CCC(=O)C1(C)C
IMPHY001197,O=C1C=C(C)[C@H]2[C@@](C1)(C)[C@H]1[C@@H](O)[C@H](O)[C@@]3([C@H]4[C@@]1([C@@H]([C@@H]2O)OC(=O)[C@@H]4O)CO3)C
IMPHY001198,COC(=O)C[C@H]1[C@@]2(C)C[C@@]34[C@]1(C)C15CC[C@@]6(C(=CC(=O)O[C@H]6c6cocc6)C5([C@@H](C3([C@H]2OC(=O)/C(=C/C)/C)OC(=O)C)OC(=O)C)O[C@@](O4)(O1)C)C
IMPHY001199,O[C@@H]1CC[C@]2(C[C@]1(C)CC[C@@H]1[C@H]2CC1(C)C)O
IMPHY001200,Oc1cc2OC(C)(C)C=Cc2c2c1c(=O)c1c(o2)c(O)c2c(c1)C=CC(O2)(C)C
IMPHY001201,CCCCCCCCCCCCC/C=C/[C@H]([C@@H](N(C)C)CO[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)O
IMPHY001202,COc1c(O)cc(c2c1oc1c(c2=O)c(O)cc2c1C(C)(C)C(O2)C)CC=C(C)C
IMPHY001203,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@@H]([C@H]([C@@H]2O)O)C(=O)O)O[C@H]2CC[C@]3([C@H]([C@@]2(C)CO)CC[C@@]2([C@@H]3CC=C3[C@@]2(C)CC[C@@]2([C@H]3CC(C)(C)C[C@H]2OC(=O)C)C)C)C)[C@@H]([C@H]([C@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O
IMPHY001204,COc1c(ccc2c1C=CC(O2)(C)C)C(=O)CC(=O)c1ccccc1
IMPHY001205,OC[C@H]1O[C@@H](S/C(=NOS(=O)(=O)[O-])/CCCS(=O)(=O)C)[C@@H]([C@H]([C@@H]1O)O)O.[K+]
IMPHY001206,O[C@H]1C[C@@]23OC(=O)C(C1)([C@H]3[C@@H]([C@]13[C@H]2CC[C@H](C1)C(=C)C3)C(=O)O)C
IMPHY001207,COc1cc2c(cc1OC)nc1c(c2OC)cco1
IMPHY001208,C/C=C(/C(=O)O[C@H]1C[C@@H](O)[C@@]2([C@H]3[C@@]1(C)[C@H]1CC[C@@]4(C(=CC[C@H]4c4ccoc4)[C@@]1([C@@H]([C@@H]3OC2)OC(=O)/C(=C/C)/C)C)C)C)C
IMPHY001209,CCC(C(=O)OCC(C)C)C
IMPHY001210,COC(=O)[C@@H]1C2=C3C(=C(C(=N3)/C=c/3[nH]/c(=Cc4[nH]c(/C=C/5N=C2[C@@H](CCC(=O)OC)[C@@H]5C)c(C)c4C=C)/c(c3CC)C)C)C1=O
IMPHY001211,Cc1ccnc2c1cccc2
IMPHY001212,O=c1ccoc2c1cccc2
IMPHY001213,O[C@@H]1[C@@H](O)C=C[C@H]([C@@H]1O)O
IMPHY001214,COc1cc2C(C)NCCc2cc1OC
IMPHY001215,CCCO
IMPHY001216,C=CC1=CC(=O)[C@H]2[C@H]([C@H]1C)CC[C@@H]1[C@]2(C)C[C@H](O)C(=O)C1(C)C
IMPHY001217,CC(=O)O[C@H]1C[C@]2([C@]([C@H]1C1=CC(=O)OC1)(C)CC[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O
IMPHY001218,CC(C1=CC(=O)C(=CC1=O)C)C
IMPHY001219,OC(=O)/C=C/c1ccc(c2c1[C@@H](C(=O)O)[C@H](O2)c1ccc(c(c1)O)O)O
IMPHY001220,CC#CC#CC(=O)c1ccccc1
IMPHY001221,O=C[C@]12CC[C@@]3(C(=CC[C@H]4[C@@]3(C)CC[C@@H]3[C@]4(C)CC[C@@H](C3(C)C)O)[C@@H]2CC(CC1)(C)C)C
IMPHY001222,c1ccc2c(c1)NCC2
IMPHY001223,c1ccc2c(c1)OCC2
IMPHY001224,COC(=O)c1cc(=O)[nH]c2c1cc(O)cc2
IMPHY001225,COc1cccc2c1c1-c(n2)sc(nc1)SC
IMPHY001226,OC(=O)c1cc(O)c(c(c1c1c(cc(c(c1O)O)O)C(=O)O)O)O
IMPHY001227,CCC(C1CCCCN1)O
IMPHY001228,COC[C@@]12CN(CC)[C@H]3[C@]4([C@@H]2C(OC)C3[C@@]2([C@@H]3[C@H]4C[C@@]([C@@H]3OC(=O)c3ccccc3)([C@H](C2)OC)O)OC(=O)C)[C@H](C[C@H]1O)OC
IMPHY001229,COc1c(cc(c2c1C=CC(O2)(C)C)OC)C(=O)/C=C(/c1ccc2c(c1)OCO2)O
IMPHY001230,COc1c2c(=O)oc(cc2cc2c1cco2)CO
IMPHY001231,C1OC(=O)C=C1
IMPHY001232,Oc1cc(O)c2c3c1-c1oc4c5C=CC(Oc5cc(c4c(=O)c1CC3C(O2)(C)C)O)(C)C
IMPHY001233,OC(=O)c1cc(=O)c(c(o1)C(=O)O)O
IMPHY001234,COc1c(OC)cc2c3c1Oc1ccc(cc1)C[C@H]1N(C)CCc4c1c1Oc5ccc(C[C@H]3N(CC2)C)cc5COc1c(c4)OC
IMPHY001235,CC/C=CC/C=CC/C=CCCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@@H]([C@H]1O)O)O)O
IMPHY001236,OC[C@H]1O[C@H](O[C@]2(COC(=O)/C=C/c3ccc(cc3)O)O[C@@H]([C@H]([C@@H]2OC(=O)/C=C/c2ccc(cc2)O)O)COC(=O)/C=C/c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001237,OC[C@H]1O[C@@H](OC[C@]2(O)CC[C@@H]3[C@H]([C@H]4[C@@H]2CC[C@H]4C)[C@]3(C)CO)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001238,O/C(=C/1C(=O)C=C[C@H]2[C@@H]1CC(=O)O2)/C=C/c1ccccc1
IMPHY001239,Oc1ccc2c(c1)O[C@@H]1[C@H]2COc2c1ccc1c2C=CC(O1)(C)C
IMPHY001240,CN1CC(=CCC1)C(=O)O
IMPHY001241,C[C@H]([C@@H](Cc1ccc2c(c1)OCO2)C)Cc1ccc2c(c1)OCO2
IMPHY001242,COc1c(O)cc(cc1O)c1oc2cc(O)cc(c2c(=O)c1O)O
IMPHY001243,OC(=O)[C@@H]1CCCN1C[C@@H]1C(=O)O[C@H]2[C@H]1CCC(=C)[C@H]1[C@@H]2C(=C)CC1
IMPHY001244,COc1ccc(c(c1)O)C(=O)C(=O)c1ccc(c(c1O)CC=C(C)C)O
IMPHY001245,CC(=CCc1c(O)cc(cc1O)CCc1cc(O)c(c(c1)CC=C(C)C)O)C
IMPHY001246,CC(c1ccc(c(c1)O)C)C
IMPHY001247,OC[C@H]1O[C@@H](OC(=O)/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C(=O)O)C)C)/C)/C)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001248,OC[C@H]1O[C@@H](OC(=O)[C@@]23CC[C@H]([C@@H]([C@H]3C3=CC[C@H]4[C@@]([C@@]3(CC2)C)(C)CC[C@@H]2[C@]4(C)C[C@H]([C@@H]([C@@]2(C)CO)O)O)C)C)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001249,CC1(C)CCC[C@]2([C@H]1CC[C@]1(C)O[C@@H]1CO2)C
IMPHY001250,COC(=O)c1c(O)c2ccccc2c2c1cco2
IMPHY001251,Oc1cc2OC(C)(C)C=Cc2c2c1c(=O)c1c(n2C)cncc1
IMPHY001252,CN(CCc1c[nH]c2c1cc(O)cc2)C
IMPHY001253,CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)OC(=O)c1ccccc1)C(=O)O
IMPHY001254,OCC1OC(Oc2cc(OC)cc3c2C(=O)c2c(C3=O)cc(cc2O)C)C(C(C1O)O)O
IMPHY001255,OC[C@]1(C)[C@H](CC[C@]2([C@H]1CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2[C@](C)(O)[C@@H](CC1)C)C(=O)O)C)C)OC(=O)/C=C/c1ccc(cc1)O
IMPHY001256,O=C1OC[C@]2([C@H](C1)O)[C@@H](CC(=O)[C@@]1([C@@H]2CC[C@@]2([C@]31O[C@@H]3C(=O)O[C@H]2C1=CC(OC1=O)O)C)C)C(O)(C)C
IMPHY001257,OC[C@@]1(O)CO[C@H]([C@@H]1O)OC[C@H]1O[C@@H](OCCc2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1OC(=O)/C=C/c1ccc(c(c1)O)O)OC1O[C@@H](C)[C@@H]([C@H]([C@H]1O[C@@H]1OC[C@@H]([C@@H]([C@H]1O)O)O)O)O)O
IMPHY001258,COc1cc2c[n+](C)c3c(c2cc1OC)ccc1c3cc2OCOc2c1
IMPHY001259,COc1cc2N(C)[C@@H]3[C@@]4(c2c(c1)[C@]1(C[C@@H]2C[C@](O)(CC)C[N+](C2)(CCc2c1[nH]c1c2cccc1)[O-])C(=O)OC)CCN1[C@H]4[C@@](C([C@]3(O)C(=O)OC)OC(=O)C)(CC)C=CC1
IMPHY001260,CO[C@@H]1/C=C/C=C(C)/C(OC)c2cc(OC)c(c(c2)N2C(=O)C[C@@H]([C@]3([C@H]([C@@H]([C@@H]4C[C@@]1(O)NC(=O)O4)C)O3)C)OC(=O)C(C)NC(=O)C(C(C2)O)(C)O)Cl
IMPHY001261,COC(=O)[C@]12OC[C@]34[C@H]2[C@@H](OC(=O)/C=C(/C(O)(C)C)C)C(=O)O[C@@H]4C[C@@H]2[C@]([C@H]3[C@H]([C@@H]1O)O)(C)CC(=O)C(=C2C)O
IMPHY001262,OC[C@@]1(C)[C@H](CC[C@]2([C@H]1CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C[C@H]1O)(C)C)C)C)C)O[C@@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O[C@@H]1OC[C@@H]([C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O)O)O
IMPHY001263,O=C(O[C@H]1[C@H](O)C[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2[C@](C)(O)[C@H](C)CC1)C(=O)O)C)C)/C=C/c1ccc(c(c1)O)O
IMPHY001264,Oc1ccc(cc1)[C@@H]1CC(O)c2c(O1)cc(cc2O)O
IMPHY001265,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2cc(O)c(c(c2)O)O)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001266,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2cc(O)c(c(c2)OC)O)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001267,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2cc(OC)c(c(c2)OC)O)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001268,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2ccc(c(c2)OC)O)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001269,COc1c2CN3CC[C@]4(c2cc2c1OCO2)[C@H]3C[C@H](C=C4)O
IMPHY001270,O[C@H]1C=C[C@]23[C@H](C1)N(C[C@@H]2O)Cc1c3cc2OCOc2c1
IMPHY001271,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@]([C@H]3CC[C@@]4([C@@H]3[C@H](O)C[C@H]3[C@@]4(C)CC[C@@H]4[C@]3(C)CC[C@@H](C4(C)C)O[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)C)(CCC=C(C)C)C)[C@@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001272,COc1cc(OC)c2c(c1/C=C/C1(C)CCC=CC1c1c(OC)cc(c3c1oc(=O)cc3)OC)oc(=O)cc2
IMPHY001273,COc1ccc2c3c1O[C@@H]1[C@]3(CCNC2)CC[C@@H](C1)O
IMPHY001274,OC[C@H]1O[C@@H](Oc2cc3c(O)cc(cc3[o+]c2c2ccc(cc2)O)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001275,OC/C=C(/CC[C@@H]1C(=C)C[C@H]([C@@H]2[C@]1(C)CCC[C@@]2(C)C(=O)O)OC(=O)c1ccccc1)C
IMPHY001276,O[C@@H]1C[C@@H]2[C@@]3(C)[C@H](O)C[C@H](C([C@@H]3CC[C@]2([C@]2([C@H]1[C@H](CC2)[C@]1(C)CC[C@H](O1)C(O)(C)C)C)C)(C)C)O
IMPHY001277,CC(=O)O[C@H]1C=C[C@]23[C@H](C1)N(C[C@@H]2O)Cc1c3cc2OCOc2c1
IMPHY001278,C=CC(c1ccc(c(c1)OC)OC(=O)C)OC(=O)C
IMPHY001279,CN1CCCN(C(=O)CC1c1ccccc1)CCCCN1CCCN(C(CC1=O)c1ccccc1)C
IMPHY001280,COC(=O)C[C@H]1[C@@]2(C)[C@H](OC3C2=C(C)[C@@H](C3)c2cocc2)[C@@H](C2[C@]1(C)C(=O)CC=C2C)OC(=O)C
IMPHY001281,C=C1CC[C@@]2(OC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1CC[C@]3([C@]([C@H]1CC2)(C)[C@H](O)C[C@@H]([C@@H]3O)O)O)C
IMPHY001282,COc1ccc2c(c1)n1c(=O)ccc3c1c2cc[n+]3[O-]
IMPHY001283,O=C(CCc1ccccc1)CC/C=C/c1ccccc1
IMPHY001284,OC[C@@]12CC[C@@]3([C@H](C1=CC[C@H]1[C@@]2(C)CC[C@@H]2[C@]1(C)CC[C@@H](C2(C)C)O)[C@@H](C)[C@@H](CC3)C)C(=O)O
IMPHY001285,C[C@@H]1CC[C@H]2[C@@H]([C@H]1C)C1=CC[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O
IMPHY001286,O=CC[C@@]12CC[C@H]([C@@H]([C@H]2C2=CC[C@H]3[C@@]([C@@]2(CC1)C)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C)C
IMPHY001287,COc1cc2[C@@H]3Cc4ccc(c(c4)Oc4ccc(C[C@H]5c6c(Oc(c1OC)c2CCN3C)c(OC)c(c(c6CCN5C)O)OC)cc4)OC
IMPHY001288,COc1cc2C=C(C(=O)NCCc3ccc(cc3)O)[C@H]([C@@H](c2cc1O)c1ccc(c(c1)OC)O)C(=O)NCCc1ccc(cc1)O
IMPHY001289,OC[C@H]1O[C@@H](O[C@@H]2OC=C3[C@@H]4[C@H]2C(=C[C@@H]4OC3=O)CO)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001290,CC(=O)O[C@H]1C[C@@H](OC(=O)C)[C@@]2([C@H]3[C@@]1(C)[C@H]1CC(=O)O[C@@H]4C(=C(C)[C@@H](C4)c4ccoc4)[C@]1(C)[C@@H]([C@@H]3OC2)OC(=O)c1ccccc1)C
IMPHY001291,CC(=O)O[C@@H]1[C@@H](O)C=C2[C@@H]3[C@@H]1c1cc4OCOc4cc1CN3CC2
IMPHY001292,C[C@@H]1CC[C@]2([C@@H]([C@H]1C)[C@@]1(O)C=C[C@H]3[C@@]([C@@]1(CC2)C)(C)CC[C@@H]1[C@]3(C)CC[C@@H](C1(C)C)O)C(=O)O
IMPHY001293,O=Cc1c[nH]c2c1cccc2
IMPHY001294,C=C[C@@](CC[C@H]1C(=C)CC[C@@H]2[C@]1(C)CCC[C@]2(C)C(=O)O)(O)C
IMPHY001295,CC[C@H]1[C@@H]2CC3N([C@@H]1O)[C@@H]1[C@H]2[C@@H](O)C2([C@H]3N(C)c3c2cccc3O)C1
IMPHY001296,OC[C@H]1O[C@@H](O[C@H]2CC[C@]34[C@H](C2(C)C)CC[C@@H]2[C@@]4(C3)[C@H](O)C[C@]3([C@@]2(C)C[C@@H]([C@@H]3[C@@H](CCC(=O)C(C)C)C)O)C)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O
IMPHY001297,COC(=O)C([C@@H]1[C@]2(C)[C@H](CC(=O)C1(C)C)O[C@@]13C(=C)[C@@H]2CC[C@@]3(C)[C@H](OC(=O)C1)c1cocc1)O
IMPHY001298,O=C[C@]12C[C@H]3O[C@]4(O)[C@H](O[C@@H]3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)O[C@@H](C[C@]14NCCS1)C
IMPHY001299,Oc1ccc(cc1)/C=C/1COc2c(C1=O)ccc(c2)O
IMPHY001300,COc1cc2c3cc(OC)c(cc3c3c(c2cc1OC)[C@@H](O)[C@H]1N(C3)CCC1)OC
IMPHY001301,C[C@H]1OC(=O)c2c(C1O)cccc2O
IMPHY001302,COc1c(O)c(OC)cc2c1c1c(O)cccc1cc2
IMPHY001303,C=C[C@H](c1cc(O)c(cc1OC)OC)c1ccccc1
IMPHY001304,COc1ccc2c(c1)OC[C@@]1([C@H]2Oc2c1ccc1c2C[C@H](O)C(O1)(C)C)O
IMPHY001305,Cn1c(=O)c2c3OCOc3ccc2c2c1c1cc3OCOc3cc1cc2
IMPHY001306,C=C[C@@]1(C)C(=O)C=C2C(=CC[C@H]3[C@@]2(C)CC(=O)[C@H](C3(C)C)O)[C@H]1O
IMPHY001307,C[C@@H]1CC(=O)c2c([C@@H]1O)cccc2O
IMPHY001308,OC/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)C)C
IMPHY001309,C[C@@H]1C(=O)O[C@H]2[C@H]1CC[C@]([C@H]1C2=C(C)[C@H]2[C@@H]1[C@@H]1[C@@H]3[C@@]42[C@H]2OC(=O)[C@H]([C@@H]2CC[C@@]3(O[C@]4(C1)C)C)C)(C)O
IMPHY001310,CC(=O)OC(/C=C/C(=O)[C@]([C@H]1[C@H](O)C[C@@]2([C@]1(C)CC[C@@]1([C@H]2CC=C2[C@H]1C[C@H](O)[C@@H](C2(C)C)O)C)C)(O)C)(C)C
IMPHY001311,OC(=O)[C@H]1[C@H]2[C@]3([C@H]4[C@]51CC(=C)[C@](C5)(O)CC4)C[C@H]1[C@@H](C2(C)C(=O)O3)O1
IMPHY001312,O=CC[C@H]1C[C@@H]2N(C[C@@H]1CC)CCc1c2cc(OC)c(c1)OC
IMPHY001313,O=C(N1CCCCC1)/C=C/C=C/CCCC/C=C/c1ccc2c(c1)OCO2
IMPHY001314,OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@H]3CC[C@]4([C@H](C3(C)C)CC[C@@]3([C@@H]4CC=C4[C@@]3(C)C[C@H]([C@]35[C@H]4CC(C)(C)[C@H](C3)OC5=O)O)C)C)[C@@H]([C@H]([C@@H]2O)O)O[C@@H]2OC[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001315,O=C1CC(Oc2c1cccc2)c1ccccc1
IMPHY001316,O=C(N1CCCCC1)/C=C/C=C/C=C/c1ccc2c(c1)OCO2
IMPHY001317,OCC([C@H](C(=O)NCCC(=O)[O-])O)(C)C.OCC([C@H](C(=O)NCCC(=O)[O-])O)(C)C.[Ca+2]
IMPHY001318,C=C[C@H]1[C@@H](OC=C2[C@H]1C[C@H]1N(C2=O)CCc2c1cc(O)c(c2)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O
IMPHY001319,OC[C@]1(C)CCC[C@@]2([C@@H]1CC[C@@]13[C@H]2CC[C@H](C3)C(=C)C1)C
IMPHY001320,OC(=O)[C@H]1[C@H]2[C@]3([C@H]4[C@]51CC(=C)[C@](C5)(O)CC4)CC=CC2(C)C(=O)O3
IMPHY001321,CCC1=C[C@H]2CN(C1)CCc1c([C@@](C2)(C(=O)OC)c2cc3c(cc2OC)N([C@@H]2[C@@]43CCN3[C@H]4[C@@](CC)(C=CC3)[C@H]([C@]2(O)C(=O)OC)OC(=O)C)C)[nH]c2c1cccc2
IMPHY001322,COC(=O)C1=C2Nc3c([C@@]42[C@@H]2[C@](C1)(C=CCN2CC4)C(O)C)cccc3
IMPHY001323,OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@@]3([C@H]2[C@@](C)(O)[C@H](C3)O)O)C(=O)OC)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001324,CO[C@H]1O[C@@H]2CC=C3[C@H]([C@@H]2c2c1cc(OC)c(c2)OC)N(C)CC3
IMPHY001325,OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@@H]3[C@H]2C(=CC3)C)C(=O)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001326,COc1ccc2c(c1)NC1=C(C[C@]3([C@H]4[C@@]21CCN4CC=C3)CC)C(=O)OC
IMPHY001327,CCCCCCCCCC[C@@H]([C@H]1CC[C@@H](O1)[C@H]1CC[C@@H](O1)[C@@H](CCCCCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O
IMPHY001328,COC(=O)C1=C2Nc3c([C@@]42[C@@H]2[C@@](C1)(C(O)C)C1OC1CN2CC4)cccc3
IMPHY001329,COC(=O)C1=CO[C@H](C2=CN3[C@@H](C[C@H]12)c1[nH]c2c(c1CC3)cccc2)C
IMPHY001330,COC(=O)C1=C2Nc3c([C@@]42[C@@H]2[C@](C1)(CCCN2CC4)C(O)C)cccc3
IMPHY001331,COC(=O)C1=C2Nc3c([C@@]42[C@@H]2[C@](C1)(CCCN2CC4)C(OC(=O)C)C)cccc3
IMPHY001332,COc1ccc2c(c1)NC1=C(C[C@]3([C@H]4[C@@]21CCN4CC1C3O1)CC)C(=O)OC
IMPHY001333,COC(=O)C1=C2Nc3c([C@@]42[C@@H]2[C@@](C1)(CC)C=CCN2CC4)ccc(c3)O
IMPHY001334,C/C=C/C=O
IMPHY001335,OC[C@H]1O[C@@H](O[C@@H]2CC[C@@]3([C@@H](C2(C)C)CCC2=C[C@@](CC[C@@H]32)(C)[C@H](CO)O)C)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001336,OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@@H]3[C@H]2C(=CC3)CO)C(=O)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001337,OC[C@@H]1O[C@H]([C@@H]([C@H]1O)O)O
IMPHY001338,COc1c(OC)ccc2c1cnc1c2ccc2c1cc1OCOc1c2
IMPHY001339,O=CN1CCc2c3ccccc3[nH]c2[C@@](C[C@@H](C1)CC(=O)CC)(C(=O)OC)c1cc2c(cc1OC)N([C@@H]1[C@@]32CCN2[C@H]3[C@@](CC)(C=CC2)[C@H]([C@@]1(O)C(=O)OC)OC(=O)C)C
IMPHY001340,OC[C@H]1O[C@@H](O[C@@H]2CC3=CC[C@@H]4[C@@H]([C@]3(C[C@H]2O)C)CC[C@]2([C@H]4C[C@H]3[C@@H]2[C@@H]([C@]2(O3)CC[C@@H](CO2)C)C)C)[C@@H]([C@H]([C@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O)O)O
IMPHY001341,C/C=C(/C(=O)O[C@H]1C[C@@H](OC(=O)C)[C@]2([C@H]3[C@@]1(C)[C@H]1[C@H](O)[C@H](O)[C@]4([C@]5([C@]1(C)[C@@H]([C@H]3OC2)O)O[C@@H]5C(=O)[C@H]4C1=CC(=O)OC1=O)C)C)C
IMPHY001342,CC[C@H]([C@H](C(=O)O[C@H]1[C@@H]2O[C@@H]3[C@@]([C@@H]2C(=C)[C@@]2([C@]1(C)[C@@H](C[C@@H]2OC(=O)C)c1cocc1)O)(C)[C@H]1CC(=O)OC[C@]1(OC(=O)C3)C)O)C
IMPHY001343,C=C1[C@@H]2C[C@H]([C@@H]3[C@](C1=O)(C2)C(=O)O[C@@H]1[C@]23CO[C@H]([C@@H]2C(CC1)(C)C)O)O
IMPHY001344,Cn1cccc1c1cccnc1
IMPHY001345,CCCCCCCCCCCCCCCC(=O)OCCCCCCCCC
IMPHY001346,CC[C@@H]1CN2CCC34[C@@H]2C[C@@H]1C(=C3Nc1c4cccc1Br)C(=O)OC
IMPHY001347,OC[C@H]1O[C@@H](OCCS[C@H]2CC[C@@H]3[C@@]4([C@@]2(O)C(=O)O[C@H]4C[C@@H]2[C@@]3(C)C[C@H](OC2=O)c2cocc2)C)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY001348,O[C@H]1C=C[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2[N+](CC3)([O-])C)ccc1O
IMPHY001349,COc1ccc(cc1)CC[C@@H]1OC(=O)c2c(C1)cc(cc2O)O
IMPHY001350,COc1c(OC)cc(cc1OC)C[C@H]1C(O)OC[C@@H]1Cc1cc(OC)c(c(c1)OC)OC
IMPHY001351,C=CCc1cc(OC)c(c(c1)OC)OC
IMPHY001352,COC(=O)N1CCc2c3[C@@H]1Cc1cc(O)c(cc1-c3c1c(c2)OCO1)OC
IMPHY001353,CC#CCc1cc2cccc(c2c(=O)o1)O
IMPHY001354,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)c(Cc2ccc(cc2)O)c2c(c1O)c(=O)cc(o2)c1ccc(cc1)O
