IMPHY_ID,SMILES
IMPHY010273,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC3[C@H](O)[C@@H](O)C([C@@H]([C@@H]3O)O)O)[C@@H]([C@H]([C@H]2O)O)O)[C@@H]([C@H]([C@H]1O)O)O
IMPHY010274,OC1C[C@H](O)[C@@H]([C@H](O1)C)O
IMPHY010275,CCC(SSC/C=COS(=O)C)C
IMPHY010276,CCC(SSC/C=C/OS(=O)C)C
IMPHY010277,CC(=O)O[C@@H]1C[C@]23C[C@]43CC[C@@H](C([C@@H]4CC[C@H]2[C@]2([C@@]1(C)[C@H]1[C@H](C)C[C@@]3(O[C@H]1C2)OC[C@@]1([C@H]3O1)C)C)(C)C)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O
IMPHY010278,CC(=O)O[C@@H]1C[C@]23C[C@]43CC[C@@H](C([C@@H]4CC[C@H]2[C@]2([C@@]1(C)[C@H]1[C@H](C)C[C@]3(O[C@H]1C2)OC[C@]1([C@@H]3O1)C)C)(C)C)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O
IMPHY010279,CO[C@@H]1C[C@H](O[C@H]2CC[C@]3([C@H](C2)CC[C@@H]2[C@@H]3CC[C@]34[C@@]52CC[C@@H]4[C@](O5)(OC3)C)C)O[C@H]([C@@H]1N)C
IMPHY010280,OC[C@@H]1CCN2[C@@H]1CCC2
IMPHY010281,O[C@@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H]([C@H]([C@@H]([C@H](C(C)C)C)O)O)C)C)C
IMPHY010282,OC[C@H]1O[C@@H](O[C@H]2[C@H](C)O[C@H]([C@@H]([C@@H]2O)O)O[C@H]2CC[C@]3([C@](C2)(O)CC[C@@H]2[C@@H]3CC[C@]3([C@]2(O)CC[C@@H]3C2=CC(=O)OC2)C)C=O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY010283,OCC1=C[C@H]2[C@H]3[C@@](C3(C)C)(O)[C@@H]([C@H]([C@@]2([C@H]2[C@](C1)(O)C(=O)C(=C2)C)O)C)O
IMPHY010284,OCC1=C[C@H]2[C@H]3[C@@](C3(C)C)(O)[C@@H]([C@H]([C@@]2([C@H]2[C@@](C1)(O)C(=O)C(=C2)C)O)C)O
IMPHY010285,CN1C[C@](C)(O)C=C2[C@H]1Cc1c[nH]c3c1c2ccc3
IMPHY010286,OC[C@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O
IMPHY010287,OC[C@H]1O[C@@H](OC[C@H](CCC2(O)O[C@@H]3[C@H]([C@@H]2C)[C@@]2([C@@H](C3)[C@@H]3CC[C@@H]4[C@]([C@H]3CC2)(C)CC[C@@H](C4)O[C@@H]2O[C@H](CO[C@@H]3OC[C@H]([C@@H]([C@H]3O)O)O)[C@H]([C@@H]([C@H]2O)O)O)C)C)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY010288,OC[C@H]1O[C@@H](OC[C@@H](CCC2(O)O[C@@H]3[C@H]([C@@H]2C)[C@@]2([C@@H](C3)[C@@H]3CC[C@@H]4[C@]([C@H]3CC2)(C)CC[C@@H](C4)O[C@@H]2O[C@H](CO[C@@H]3OC[C@H]([C@@H]([C@H]3O)O)O)[C@H]([C@@H]([C@H]2O)O)O)C)C)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY010289,OC[C@@H]1CCN2[C@H]1CCC2
IMPHY010290,OC[C@]1(C)[C@H](CC[C@]2([C@H]1CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(CC1)(C)C)C(=O)O)C)C)O[C@@H]1OC[C@@H]([C@@H]([C@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@@H]([C@H]1O)O[C@@H]1OC[C@H]([C@H]([C@H]1O)O)O)O)O)O
IMPHY010291,CO[C@H]1C[C@H](O[C@H]2CC[C@]3([C@H](C2)CC[C@@H]2[C@@H]3CC[C@]34[C@]2(O)CC[C@@H]4C(OC3)(C)O)C)O[C@@H]([C@H]1N)C
IMPHY010292,OC1C[C@@H](O)[C@@H]([C@H](O1)C)O
IMPHY010293,CCCCCCCCCCCCCC(=O)CCCCCCCCC
IMPHY010294,N[C@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1C[C@H]1[C@@H]2[C@H](C)[C@@H]2N1C[C@@H](C[C@@H]2O)C)C)C
IMPHY010295,O=C1O[C@H]2C3=C1CCC[C@H]3[C@]1([C@H](C2)C)C=C(OC1=O)c1cocc1
IMPHY010296,CC/C=CCC(=O)O
IMPHY010297,OC[C@H]1O[C@@H](OC2CC[C@]3([C@H](C2(C)C)CC[C@@]2([C@@H]3C[C@H](O)[C@H]3[C@]2(C)CC[C@@H]3[C@@](O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)(CCC=C(C)C)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O
IMPHY010298,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@@H]3N4C[C@H](CC3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O
IMPHY010299,O=C1C=C2[C@]3(O1)C[C@@H]([C@H](C2)N1[C@@H]3CCCC1)O
IMPHY010300,OC[C@H]1CC(=O)O[C@@H]1[C@]1(C)C[C@@H](O)[C@H]2[C@@]3(C1=CC(=O)O[C@@H]3C[C@@H]1[C@]2(C)[C@@H](O)C(=O)C=C1C)C
IMPHY010301,CC/C=CCCOC(=O)CCC
IMPHY010302,COc1cc(ccc1OC(C(c1ccc(c(c1)OC)O)O)CO)C[C@H]1C(=O)OC[C@@H]1Cc1ccc(c(c1)OC)O
IMPHY010303,OCC1=CCN2[C@H]1[C@@H](O)CC2
IMPHY010304,CC/C=CCC/C=C/CO
IMPHY010305,CC(CC(=O)O[C@H]1CC2C(C1(C)CC2)(C)C)C
IMPHY010306,COC1/C(=C/C=C/[C@H](OC)[C@]2(O)NC(=O)O[C@@H](C2)[C@H]([C@H]2[C@@]([C@H](CC(=O)N(c3cc1cc(OC)c3Cl)C)OC(=O)[C@@H](N(C(=O)C(C)C)C)C)(C)O2)C)/C
IMPHY010307,CN1C2CCC1CC(C2)OC(=O)[C@@H]1CCC(c2c1cccc2)(C(=O)OC1CC2CCC(C1)N2C)c1ccccc1
IMPHY010308,COC(=O)C1=C2Nc3c([C@]42[C@H]2C([C@H]1CCN2CC4)CC)cccc3
IMPHY010309,CC/C=C/CC/C=CC=O
IMPHY010310,O[C@@H]1C=CC2=CC(=O)O[C@H]2C1
IMPHY010311,OC[C@H]([C@@H]([C@@H](O)C)O)O
IMPHY010312,OC[C@H]([C@H]([C@@H](O)C)O)O
IMPHY010313,CC(=O)O[C@@H]1C[C@@H]2[C@]([C@@H]3[C@]1(C)C1=CC(=O)[C@]([C@@]1(CC3)C)(O)c1ccoc1)(C)C=CC(=O)C2(C)C
IMPHY010314,Oc1cc(O)c2c(c1)oc1c(c2=O)cccc1O
IMPHY010315,COc1c2c(cc(c1OC)O)C(=O)c1c(C2=O)c(O)c(c(c1)C)O
IMPHY010316,CO[C@H]([C@@H]([C@H](O)C)O)CC=O
IMPHY010317,C[C@@]1(O)CC[C@H]2C[C@@H]1C2(C)C
IMPHY010318,CCC(=O)OC/C=C(/CCC=C(C)C)C
IMPHY010319,O=C(c1cc(O)c(c(c1)O)O)O[C@@H]1COC(=O)c2cc(O)c(c(c2-c2c(C(=O)O[C@H]1C1OC(=O)c3cc(O)c(c(c3-c3c4C(=O)O[C@H]1[C@@H](O)c4c(O)c(c3O)O)O)O)cc(O)c(c2O)O)O)O
IMPHY010320,CC[C@@H](C(C)C)C/C=C(/[C@H]1CCC[C@H]2[C@H](CC[C@@H]1C)[C@@]1(C)CC[C@@H](CC1=CC2)O)C
IMPHY010321,C[C@@H]1CC[C@@]2(OC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1CC[C@H]3[C@]([C@H]1CC2=O)(C)C[C@@H]([C@@H](C3)O)O)C
IMPHY010322,COc1cc(/C=C/C(=O)NCCc2ccc(cc2)O)cc2c1O[C@H]([C@H]2C(=O)NCCc1ccc(cc1)O)c1ccc(c(c1)OC)O
IMPHY010323,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@@]3(O4)CC[C@@H](CN3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O)O
IMPHY010324,CCN1C[C@]2(C)CC[C@@H]([C@]34C1[C@H](C[C@H]23)[C@]12[C@H]4C[C@@H]([C@H](C1)C(=C)[C@H]2O)O)O
IMPHY010325,OC(=O)/C=C/c1cccc(c1)O
IMPHY010326,O[C@@H]1CC(=C(C(C1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C=C(CCC=C(C)C)/C)C)C)/C)/C)C
IMPHY010327,C[C@H]1Oc2c3C=CC(Oc3c3c(c2C(=O)[C@@H]1C)oc(=O)cc3c1ccccc1)(C)C
IMPHY010328,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O)CO[C@H]([C@@H]2O[C@@H]2O[C@@H](C)[C@H]([C@H]([C@@H]2O)O)O)O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]2([C@@H]3CC[C@H]3[C@@]2(CO)CC(=O)[C@@H]3[C@](C[C@@H](O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)C=C(C)C)(O)C)C)C)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O
IMPHY010329,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O[C@@H]([C@H]2O)C(=O)O)O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]2([C@@H]3CC=C3[C@@]2(C)CC[C@@]2([C@H]3CC(C)(C)CC2)C(=O)O)C)C)[C@@H]([C@H]([C@H]1O)O)O
IMPHY010330,O=C[C@@]12CC[C@@H](C[C@@]2(O)CCC2[C@@H]1C[C@@H](O)[C@]1([C@]2(O)CC[C@@H]1C1=CC(=O)OC1)C)O[C@@H]1O[C@H](C)[C@@H]([C@H]([C@H]1O)O)O
IMPHY010331,CC[C@@H](C(C)C)C/C=C(/[C@H]1CCC[C@H]2[C@H](CC[C@@H]1C)[C@@]1(C)CC[C@H](CC1=CC2)O)C
IMPHY010332,C[C@@H]([C@H]1CC[C@@]2([C@]1(C)CCC1=C2CC[C@@H]2[C@]1(C)C=CC(=O)C2(C)C)C)CC/C=C(/C(=O)O)C
IMPHY010333,O[C@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2([C@@]3(C)C[C@H]([C@@H]2[C@](C(=O)/C=C/C(O)(C)C)(O)C)O)C)C([C@@H]1O)(C)C
IMPHY010334,O[C@@H]1C[C@@H]2C(=CC[C@@H]3[C@@]2(C)C(=O)C[C@]2([C@@]3(C)C[C@H]([C@@H]2[C@](C(=O)/C=C/C(O)(C)C)(O)C)O)C)C([C@@H]1O)(C)C
IMPHY010335,OCC1OC(O/C(=C(/CC(=O)O)C=CC(=O)O)/C#N)C(C(C1O)O)O
IMPHY010336,OC(=O)/C=Cc1ccc(cc1)[O-]
IMPHY010337,OC[C@H]1O[C@@H](OC[C@@H](CCC2(O)O[C@@H]3[C@H]([C@@H]2C)[C@@]2([C@@H](C3)[C@@H]3CC[C@@H]4[C@]([C@H]3CC2)(C)C[C@H]([C@@H](C4)O[C@@H]2O[C@H](CO[C@@H]3OC[C@H]([C@@H]([C@H]3O)O)O)[C@H]([C@@H]([C@H]2O)O)O)O)C)C)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY010338,C=C[C@H]1[C@@H](OC=C([C@H]1C[C@H]1CC(=O)C[C@@H](O1)CCc1ccc(cc1)O)C(=O)OC)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O
IMPHY010339,OC[C@H]1O[C@@H](O[C@]2(C#N)C=CCC2)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY010340,CCCCCCCCCCCCCCCC(=O)OCCCCCCCC
IMPHY010341,CC(=O)O[C@@H]1C[C@@H]2[C@]([C@@H]3[C@]1(C)C1=CC(=O)[C@@]([C@@]1(CC3)C)(O)c1ccoc1)(C)C=CC(=O)C2(C)C
IMPHY010342,C/C(=CC=CC=C(C=CC=C(C(=O)O)/C)/C)/C=C/C=C(C(=O)O)/C
IMPHY010343,OC(=O)[C@H]1[C@@H](O)CC[C@@H]2[C@@H]1C[C@@H]1N(C2)CCc2c1[nH]c1c2cccc1
IMPHY010344,C[C@@H]1COC(C2C1CCC2C)O
IMPHY010345,CCCCCCCCCCCCC(CCCCCCCCC(=O)O)O
IMPHY010346,CCCCCCCCCCCC(CCCCCCCCCC(=O)O)O
IMPHY010347,OC[C@H]1O[C@@H](O[C@@H]2C(O[C@H]([C@@H]([C@H]2O)O)O[C@@H]2[C@@H](NC(=O)C)C(O)O[C@@H]([C@H]2O)CO)C(=O)O)[C@@H](C([C@@H]1O)O[C@H]1O[C@H](C(=O)O)C([C@@H]([C@H]1O)O)O)NC(=O)C
IMPHY010348,CO[C@H]1c2ccc(cc2OC[C@]1(O)Cc1ccc(c(c1)O)O)O
IMPHY010349,C=CCSS/C=C/CS(=O)CC=C
IMPHY010350,CO/C=C([C@H]1C[C@H]2N(C[C@@H]1CC)CCc1c2[nH]c2c1cccc2)/C(=O)OC
IMPHY010351,C/C(=CC=CC=C(C=CC=C(C(=O)O)/C)/C)/C=C/C=C(/C(=O)O)C
IMPHY010352,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)c(c(c3)O)O)c2ccc(c(c2)O)O)C(C([C@@H]1O)O)O
IMPHY010353,OC1O[C@H](COC(=O)c2cc(O)c(c(c2)O)O)[C@H]([C@@H]([C@H]1OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O
IMPHY010354,O[C@@H]1CC[N+]2([C@@H]1C(=CC2)COC(=O)[C@]([C@@H](O)C)(C(C)C)O)[O-]
IMPHY010355,CC([C@H]1CC[C@]2([C@]1(C)CCC1C2CC=C2[C@]1(C)CCC(C2)O[C@H]1C[C@@H](O)[C@@H]([C@@H](O1)C)O)O)O
IMPHY010356,C[C@@H]([C@H]1CC[C@]2([C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@@H](O)[C@@H]([C@H](O1)C)O)O)O
IMPHY010357,CO/C=C([C@H]1C[C@@H]2N(C[C@@H]1CC)CCc1c2[nH]c2c1cccc2)/C(=O)OC
IMPHY010358,CC(=C)C(CC[C@@]([C@H]1CC[C@@]2([C@@H]1CC[C@H]1[C@@]2(C)CC[C@@H]2[C@]1(C)CC[C@@H](C2(C)C)O)C)(O)C)O
IMPHY010359,CCCCCC/C=CCCCCOC(=O)C
IMPHY010360,O[C@@H]1O[C@@H](COC(=O)c2cc(O)c(c(c2)O)O)[C@H]([C@@H]([C@@H]1OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O)OC(=O)c1cc(O)c(c(c1)O)O
IMPHY010361,O[C@H]1CCC(=O)c2c1cccc2O
IMPHY010362,O=C1C[C@H](c2ccc(c(c2)O)O)c2c(O1)c1C[C@@H](O)[C@H](Oc1cc2O)c1ccc(c(c1)O)O
IMPHY010363,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC[C@H]2[C@]1(C)CC[C@@H](C2)O)C)C
IMPHY010364,CC(CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@@H]2CC[C@@H]2[C@]1(C)CC[C@@H](C2)O)C)C
IMPHY010365,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)c(c(c3)O)O)c2ccc(c(c2)O)O)[C@@H]([C@@H]([C@H]1O)O)O
IMPHY010366,C[C@@H]1CC[C@@]2(OC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1C[C@@H](O)[C@@H]3[C@]([C@H]1CC2)(C)C[C@H]([C@@H](C3)O)O)C
IMPHY010367,C[C@H]1CC[C@@]2(OC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1C[C@@H](O)[C@@H]3[C@]([C@H]1CC2)(C)C[C@H]([C@@H](C3)O)O)C
IMPHY010368,OCc1cc(O)c2c(c1)[C@H]([C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)c1c(C2=O)c(ccc1)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O
IMPHY010369,C[C@H]1Oc2c3c(O[C@@H]4C3C4(C)C)c3c(c2[C@H]([C@H]1C)O)oc(=O)cc3c1ccccc1
IMPHY010370,OC[C@H]1O[C@@H](Oc2cccc3c2C(=O)c2c([C@@H]3[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)cc(cc2O)C)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY010371,CCCCCC/C=C/CCCCOC(=O)C
IMPHY010372,OC[C@H]1O[C@@H](Oc2cccc3c2C(=O)c2c([C@H]3[C@@H]3O[C@H](CO)[C@H]([C@@H]([C@H]3O)O)O)cc(cc2O)C)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY010373,OC1C(O)[C@@H](OC([C@@H]1O)CO[C@@H]1OC(C)[C@@H]([C@@H](C1O)O)O)Oc1c(oc2c(c1=O)c(O)cc(c2)O[C@@H]1OC(C)[C@@H]([C@@H](C1O)O)O)c1ccc(c(c1)O)O
IMPHY010374,C[C@H]1CN(C)[C@H]2[C@H](C1)c1cccc3c1c(C2)c[nH]3
IMPHY010375,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2[C@H](O)[C@@H](O)[C@]2([C@]3(O)CC[C@@H]2[C@H](O)C)C)C1)C
IMPHY010376,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2[C@H](O)[C@@H](O)[C@]2([C@]3(O)CC[C@@H]2[C@@H](O)C)C)C1)C
IMPHY010377,O[C@H]1[C@@H](O[C@@H]([C@H]([C@@H]1O)O)CO[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1
IMPHY010378,OC1[C@@H](OC([C@H]([C@@H]1O)O)CO[C@@H]1OC(C)[C@@H]([C@@H](C1O)O)O)Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1
IMPHY010379,C[C@H]1Oc2c3c(O[C@H]4[C@@H]3C4(C)C)c3c(c2[C@H]([C@H]1C)O)oc(=O)cc3c1ccccc1
IMPHY010380,CO[C@@H]1c2ccc(cc2OC[C@]1(O)Cc1ccc(c(c1)O)O)O
IMPHY010381,O=C[C@]1(C)CCC[C@@]2([C@@H]1CC[C@@]13[C@H]2CC[C@H](C3)[C@@H](C1)C(=O)O)C
IMPHY010382,C[C@@H]([C@@H]1CC[C@]2([C@@]1(C)CCC1=C2CC[C@@H]2[C@]1(C)C=CC(=O)C2(C)C)C)CC/C=C(/C(=O)O)C
IMPHY010383,OC(=O)[C@@H]1[C@@H](O)CC[C@H]2[C@@H]1C[C@H]1N(C2)CCc2c1[nH]c1c2cccc1
IMPHY010384,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@@H]([C@H]([C@@H]2O[C@@H]2OC[C@H]([C@@H]([C@H]2O)O)O)O)C(=O)O)O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]2([C@@H]3CC=C3[C@@]2(C)C[C@H]([C@@]2([C@H]3CC(C)(C)[C@H]([C@@H]2O)O)CO)O)C)C)[C@@H]([C@H]([C@H]1O)O)O
IMPHY010385,C[C@@H]1CCC2[C@@](O1)(C)C=CCC2(C)C
IMPHY010386,CCc1sc2c(c1)c(=O)n(cn2)/N=Cc1ccc2c(c1)cccc2
IMPHY010387,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@@H]3N4C[C@H](CC3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY010388,OC[C@H]1O[C@@H](Oc2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY010389,CC(=O)O[C@@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@H]2[C@@]1(C)CC[C@@]1(C2=CC(C)(C)CC1)C)C)C
IMPHY010390,CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC[C@H]2[C@@]1(C)CC[C@@]1(C2=CC(C)(C)CC1)C)C)C
IMPHY010391,CCCCCCCCCCCCCCCCCC(=O)OCCCCCC
IMPHY010392,O=CC[C@H]([C@@H]([C@H](O)C)O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)OC)O)OC
IMPHY010393,OC[C@H]1O[C@@H](Oc2ccc(cc2)[C@@H]2CC(=O)c3c(O2)cc(cc3)O[C@@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@H]([C@H]([C@@H]1O)O)O
IMPHY010394,O=CC[C@@H]([C@@H]([C@H](O)C)O[C@@H]1O[C@H](C)[C@H]([C@H]([C@H]1O)OC)O)OC
IMPHY010395,C[C@H]1CC[C@]2(NC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H]([C@H]1O)[C@@H]1CC=C3[C@]([C@H]1CC2)(C)CC[C@@H](C3)O)C
IMPHY010396,C/C=C(/C(=O)O[C@@H]1[C@H](OC(=O)C)c2c(OC1(C)C)ccc1c2oc(=O)cc1)C
IMPHY010397,COc1cc2CCN([C@@H](c2cc1O)Cc1ccc(cc1)O)C
IMPHY010398,CC(=O)OC[C@@]12[C@@H](OC(=O)C)C[C@H]([C@]([C@H]1CC[C@H]([C@@]12CO1)OC(=O)C)(C)[C@H]1O[C@H]2[C@@H](C1)C=CO2)C
IMPHY010399,CC1C(=O)O[C@H]2[C@H]1CC[C@]([C@H]1C2=C(C)[C@H]2[C@@H]1[C@@H]1[C@@H]3[C@]2(C(=C1)C)[C@H]1OC(=O)C([C@@H]1CC[C@]3(C)O)C)(C)O
IMPHY010400,CCCCCCC(CCCCCCCCCCCCCC(=O)O)O
IMPHY010401,O=c1ccc2c(o1)cc(c(c2)C)O
IMPHY010402,CCCCCCCC(CCCCCCCCCCCCC(=O)O)O
IMPHY010403,C[C@@H]1CC[C@@]2(NC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H]([C@H]1O)[C@@H]1CC=C3[C@]([C@H]1CC2)(C)CC[C@@H](C3)O)C
IMPHY010404,O[C@H]([C@H](C(=O)O)O)[C@H]([C@@H](C(=O)O)O)O
IMPHY010405,COc1cc(ccc1O)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1cc(OC)c(c(c1)OC)O
IMPHY010406,CC(=C)[C@H](CC[C@@]([C@H]1CC[C@]2([C@H]1CC[C@@H]1[C@]2(C)CC[C@@H]2[C@]1(C)CC[C@@H](C2(C)C)O)C)(O)C)O
IMPHY010407,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@@H]([C@H]([C@@H]2O[C@@H]2OC[C@@H]([C@@H]([C@H]2O)O)O)O)C(=O)O)O[C@H]2CC[C@]3([C@H](C2(C)C)CC[C@@]2([C@@H]3CC=C3[C@@]2(C)C[C@H]([C@@]2([C@H]3CC(C)(C)[C@H]([C@@H]2O)O)CO)O)C)C)[C@@H]([C@H]([C@H]1O)O)O
IMPHY010408,OC[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@H]([C@@H]([C@H]2O)O)C)Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY010409,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O
IMPHY010410,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@]3(O4)CC[C@H](CN3)C)C)C2)C)[C@@H]([C@H]([C@@H]1O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O
IMPHY010411,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@]3(O4)CC[C@H](CN3)C)C)C2)C)[C@@H]([C@H]([C@H]1O)O[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O
IMPHY010412,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3O)O)c2cc(O)c(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O
IMPHY010413,OC[C@H]1O[C@H](Oc2c(oc3c(c2=O)c(O)cc(c3O)O)c2cc(O)c(c(c2)O)O)C(C([C@@H]1O)O)O
IMPHY010414,C=CCSS/C=CCS(=O)CC=C
IMPHY010415,OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@]3(O4)CC[C@H](CO3)C)C)C2)C)C([C@H]([C@@H]1O[C@@H]1O[C@H]([C@@H]([C@H]1O)O)CO)OC1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)O
IMPHY010416,O[C@H]1CC[C@]2(C(=CC[C@@]3([C@@H]2[C@H](O)[C@@H](O)[C@]2([C@]3(O)CC[C@@H]2C(=O)C)C)O)C1)C
IMPHY010417,C=C[C@@]1(C)CC(=O)[C@]2([C@@](O1)(C)CC[C@@H]1[C@]2(C)CCCC1(C)C)O
IMPHY010418,CO[C@@H]1/C=C/C=C(C)/C(O)c2cc(OC)c(c(c2)N(C(=O)C[C@@H]([C@]2([C@H]([C@@H]([C@@H]3C[C@@]1(O)NC(=O)O3)C)O2)C)OC(=O)[C@@H](N(C(=O)C(C)C)C)C)C)Cl
IMPHY010419,C[C@@H]([C@H]1CC[C@@H]2[C@]1(C)[C@@H](O)C[C@H]1[C@H]2[C@@H]2O[C@@H]2[C@@]2([C@]1(C)C(=O)C=CC2)O)[C@@H]1OC(=O)[C@@]2([C@@](C1)(C)O2)C
IMPHY010420,CC(=O)O[C@H]1C[C@@H]2O[C@@]2(C)C[C@H]2[C@H]([C@H]3C=C1C(=O)O3)C(=C)C(=O)O2
IMPHY010421,COc1cc2C[C@@H](C)[C@@H](C)Cc3c(-c2c(c1OC)O)c(OC)c(c(c3)OC)OC
IMPHY010422,CC(=O)CC[C@@H]1C(=C)C[C@H]([C@@H]2[C@]1(C)CCC[C@@]2(C)C(=O)O)OC(=O)c1ccccc1
